time_period,time_identifier,geographic_level,country_code,country_name,breakdown_topic,breakdown,progression_rate,high_tariff_progression_rate,number_of_he_students,number_of_high_tariff_he_students,number_of_students
202223,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Asian Background,74.3,27.9,6931,2604,9333
202223,Academic year,National,E92000001,England,Ethnicity Minor,Caribbean,43.8,8.3,3276,624,7484
202223,Academic year,National,E92000001,England,Ethnicity Minor,African,70.4,18.5,13930,3670,19797
202223,Academic year,National,E92000001,England,Ethnicity Minor,Any other Black / African / Caribbean background,57.7,13.2,2247,514,3892
202223,Academic year,National,E92000001,England,Ethnicity Minor,Chinese,84.0,49.2,1669,978,1988
202223,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Ethnic Group,61.6,19.4,5949,1874,9655
202223,Academic year,National,E92000001,England,Ethnicity Minor,Unknown,46.9,16.0,3275,1119,6985
202223,Academic year,National,E92000001,England,POLAR,Q1 - Most Disadvantaged,31.7,7.1,33553,7560,105905
202223,Academic year,National,E92000001,England,POLAR,Q2,39.8,10.5,42739,11246,107340
202223,Academic year,National,E92000001,England,POLAR,Q3,46.8,13.7,50404,14792,107723
202223,Academic year,National,E92000001,England,POLAR,Q4,53.3,17.9,59046,19862,110824
202223,Academic year,National,E92000001,England,POLAR,Q5 - Most Advantaged,62.1,26.8,68068,29379,109601
202223,Academic year,National,E92000001,England,POLAR,Unknown,43.7,13.2,733,221,1677
202223,Academic year,National,E92000001,England,Looked After Status,Looked after continuously for 12 months or more,15.0,2.0,610,100,4020
202223,Academic year,National,E92000001,England,Looked After Status,All Other Pupils,47.0,15.0,253940,82960,539050
202223,Academic year,National,E92000001,England,Children in Need,Children in Need,14.0,2.0,2230,390,16160
202223,Academic year,National,E92000001,England,Children in Need,All Other Pupils,48.0,16.0,252310,82670,526910
202223,Academic year,National,E92000001,England,SEN Status,Any special educational need,20.7,4.3,16117,3320,77697
202223,Academic year,National,E92000001,England,SEN Status,No Identified special educational need,51.2,17.1,238426,79740,465373
202223,Academic year,National,E92000001,England,Ethnicity Major,White,41.8,13.7,170610,55823,407928
202223,Academic year,National,E92000001,England,Ethnicity Major,Mixed / Multiple ethnic groups,51.8,18.1,14044,4905,27117
202223,Academic year,National,E92000001,England,Ethnicity Major,Asian / Asian British,68.4,24.1,41212,14531,60212
202223,Academic year,National,E92000001,England,Ethnicity Major,Black / African / Caribbean / Black British,62.4,15.4,19453,4808,31173
202223,Academic year,National,E92000001,England,Ethnicity Major,Other Ethnic Group,61.6,19.4,5949,1874,9655
202223,Academic year,National,E92000001,England,Ethnicity Major,Unknown,46.9,16.0,3275,1119,6985
202223,Academic year,National,E92000001,England,Care Leaver,Care Leaver,13.0,3.0,840,160,6250
202223,Academic year,National,E92000001,England,Care Leaver,All Other Pupils,47.0,15.0,253700,82900,536820
202324,Academic year,National,E92000001,England,FSM Status,Free School Meals,28.9,4.9,25642,4312,88736
202324,Academic year,National,E92000001,England,FSM Status,All Other Pupils,49.0,14.3,231357,67389,471808
202324,Academic year,National,E92000001,England,Disadvantage,Disadvantaged,31.2,5.4,42266,7325,135351
202324,Academic year,National,E92000001,England,Disadvantage,All Other Pupils,50.5,15.1,214733,64376,425193
202324,Academic year,National,E92000001,England,SEN Provision,SEN support / SEN without an EHC plan,25.4,4.6,15279,2769,60233
202324,Academic year,National,E92000001,England,SEN Provision,"Education, health and care plan",9.4,1.5,2082,327,22195
202324,Academic year,National,E92000001,England,SEN Provision,No SEN provision,50.1,14.3,239638,68605,478116
202324,Academic year,National,E92000001,England,First Language,English,42.8,12.4,198953,57453,464880
202324,Academic year,National,E92000001,England,First Language,Other than English,60.9,14.9,57537,14110,94546
202324,Academic year,National,E92000001,England,First Language,Unclassified,45.5,12.3,509,138,1118
202324,Academic year,National,E92000001,England,Sex,Female,52.5,14.7,144173,40312,274742
202324,Academic year,National,E92000001,England,Sex,Male,39.5,11.0,112826,31389,285802
202324,Academic year,National,E92000001,England,Ethnicity Minor,English / Welsh / Scottish / Northern Irish / British,39.6,11.4,151774,43754,383115
202324,Academic year,National,E92000001,England,Ethnicity Minor,Irish,55.2,23.7,913,392,1654
202324,Academic year,National,E92000001,England,Ethnicity Minor,Traveller of Irish Heritage,18.5,4.3,30,7,162
202324,Academic year,National,E92000001,England,Ethnicity Minor,Gypsy / Roma,24.3,0.9,331,12,1361
202324,Academic year,National,E92000001,England,Ethnicity Minor,Any Other White Background,51.6,14.8,15760,4525,30525
202324,Academic year,National,E92000001,England,Ethnicity Minor,White and Black Caribbean,35.7,8.0,2866,646,8037
202324,Academic year,National,E92000001,England,Ethnicity Minor,White and Black African,54.0,14.6,2003,542,3709
202324,Academic year,National,E92000001,England,Ethnicity Minor,White and Asian,58.9,22.5,3931,1504,6674
202324,Academic year,National,E92000001,England,Ethnicity Minor,Any other Mixed / Multiple ethnic background,54.3,17.0,6030,1883,11101
202324,Academic year,National,E92000001,England,Ethnicity Minor,Indian,74.8,26.3,12044,4241,16109
202324,Academic year,National,E92000001,England,Ethnicity Minor,Pakistani,59.1,10.4,14343,2519,24252
202324,Academic year,National,E92000001,England,Ethnicity Minor,Bangladeshi,67.0,16.2,6938,1680,10351
202324,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Asian Background,72.9,22.9,7486,2348,10270
202324,Academic year,National,E92000001,England,Ethnicity Minor,Caribbean,44.9,6.6,3309,489,7376
202324,Academic year,National,E92000001,England,Ethnicity Minor,African,70.4,14.5,14994,3079,21306
202324,Academic year,National,E92000001,England,Ethnicity Minor,Any other Black / African / Caribbean background,60.1,10.0,2554,427,4252
202324,Academic year,National,E92000001,England,Ethnicity Minor,Chinese,82.8,45.0,1651,897,1994
202324,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Ethnic Group,61.7,16.2,6521,1716,10566
202324,Academic year,National,E92000001,England,Ethnicity Minor,Unknown,45.5,13.5,3521,1040,7730
202324,Academic year,National,E92000001,England,POLAR,Q1 - Most Disadvantaged,31.6,5.9,34911,6487,110389
202324,Academic year,National,E92000001,England,POLAR,Q2,38.9,8.3,42930,9178,110356
202324,Academic year,National,E92000001,England,POLAR,Q3,46.0,11.1,51082,12291,111159
202324,Academic year,National,E92000001,England,POLAR,Q4,51.9,14.9,59199,17039,114046
202324,Academic year,National,E92000001,England,POLAR,Q5 - Most Advantaged,60.4,23.5,67920,26458,112393
202324,Academic year,National,E92000001,England,POLAR,Unknown,43.5,11.3,957,248,2201
202324,Academic year,National,E92000001,England,Looked After Status,Looked after continuously for 12 months or more,15.0,2.0,630,80,4240
202324,Academic year,National,E92000001,England,Looked After Status,All Other Pupils,46.0,13.0,256370,71620,556300
202324,Academic year,National,E92000001,England,Children in Need,Children in Need,14.0,2.0,2280,350,16660
202324,Academic year,National,E92000001,England,Children in Need,All Other Pupils,47.0,13.0,254720,71350,543880
202324,Academic year,National,E92000001,England,SEN Status,Any special educational need,21.1,3.8,17361,3096,82428
202324,Academic year,National,E92000001,England,SEN Status,No Identified special educational need,50.1,14.3,239638,68605,478116
202324,Academic year,National,E92000001,England,Ethnicity Major,White,40.5,11.7,168808,48690,416817
202324,Academic year,National,E92000001,England,Ethnicity Major,Mixed / Multiple ethnic groups,50.2,15.5,14830,4575,29521
202324,Academic year,National,E92000001,England,Ethnicity Major,Asian / Asian British,67.4,18.6,42462,11685,62976
202324,Academic year,National,E92000001,England,Ethnicity Major,Black / African / Caribbean / Black British,63.3,12.1,20857,3995,32934
202324,Academic year,National,E92000001,England,Ethnicity Major,Other Ethnic Group,61.7,16.2,6521,1716,10566
202324,Academic year,National,E92000001,England,Ethnicity Major,Unknown,45.5,13.5,3521,1040,7730
202324,Academic year,National,E92000001,England,Care Leaver,Care Leaver,13.0,2.0,890,120,6600
202324,Academic year,National,E92000001,England,Care Leaver,All Other Pupils,46.0,13.0,256110,71580,553940
