time_period,time_identifier,geographic_level,country_code,country_name,breakdown_topic,breakdown,progression_rate,high_tariff_progression_rate,number_of_he_students,number_of_high_tariff_he_students,number_of_students
200910,Academic year,National,E92000001,England,FSM Status,Free School Meals,18.6,2.9,14664,2297,78802
200910,Academic year,National,E92000001,England,FSM Status,All Other Pupils,36.2,10.9,187028,56147,516955
200910,Academic year,National,E92000001,England,SEN Provision,SEN support / SEN without an EHC plan,11.2,1.6,9505,1391,84851
200910,Academic year,National,E92000001,England,SEN Provision,"Education, health and care plan",5.5,0.9,1348,224,24456
200910,Academic year,National,E92000001,England,SEN Provision,No SEN provision,39.2,11.7,190839,56829,486450
200910,Academic year,National,E92000001,England,First Language,English,32.1,9.5,173362,51186,539478
200910,Academic year,National,E92000001,England,First Language,Other than English,50.8,13.1,28098,7217,55299
200910,Academic year,National,E92000001,England,First Language,Unclassified,23.7,4.2,232,41,980
200910,Academic year,National,E92000001,England,Sex,Female,37.8,10.7,110611,31325,292506
200910,Academic year,National,E92000001,England,Sex,Male,30.0,8.9,91081,27119,303251
200910,Academic year,National,E92000001,England,Ethnicity Minor,English / Welsh / Scottish / Northern Irish / British,31.3,9.3,151946,44909,485435
200910,Academic year,National,E92000001,England,Ethnicity Minor,Irish,40.1,15.6,874,340,2180
200910,Academic year,National,E92000001,England,Ethnicity Minor,Traveller of Irish Heritage,8.7,1.6,11,2,126
200910,Academic year,National,E92000001,England,Ethnicity Minor,Gypsy / Roma,3.4,0.6,11,2,324
200910,Academic year,National,E92000001,England,Ethnicity Minor,Any Other White Background,41.7,14.1,5074,1717,12155
200910,Academic year,National,E92000001,England,Ethnicity Minor,White and Black Caribbean,27.4,5.0,1392,255,5074
200910,Academic year,National,E92000001,England,Ethnicity Minor,White and Black African,42.9,11.2,533,139,1242
200910,Academic year,National,E92000001,England,Ethnicity Minor,White and Asian,50.1,20.6,1245,512,2486
200910,Academic year,National,E92000001,England,Ethnicity Minor,Any other Mixed / Multiple ethnic background,39.5,12.5,1838,580,4652
200910,Academic year,National,E92000001,England,Ethnicity Minor,Indian,67.3,21.9,9136,2973,13584
200910,Academic year,National,E92000001,England,Ethnicity Minor,Pakistani,44.9,9.1,6269,1271,13971
200910,Academic year,National,E92000001,England,Ethnicity Minor,Bangladeshi,46.4,9.7,2726,567,5872
200910,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Asian Background,57.6,19.8,2452,842,4260
200910,Academic year,National,E92000001,England,Ethnicity Minor,Caribbean,34.2,4.2,2959,359,8644
200910,Academic year,National,E92000001,England,Ethnicity Minor,African,53.9,9.2,5732,979,10631
200910,Academic year,National,E92000001,England,Ethnicity Minor,Any other Black / African / Caribbean background,36.9,5.9,989,158,2677
200910,Academic year,National,E92000001,England,Ethnicity Minor,Chinese,73.3,34.9,1622,771,2212
200910,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Ethnic Group,46.2,13.6,2338,686,5060
200910,Academic year,National,E92000001,England,Ethnicity Minor,Unknown,30.0,9.1,4545,1382,15172
200910,Academic year,National,E92000001,England,POLAR,Q1 - Most Disadvantaged,18.0,3.1,22631,3949,125796
200910,Academic year,National,E92000001,England,POLAR,Q2,27.2,5.9,33113,7220,121530
200910,Academic year,National,E92000001,England,POLAR,Q3,34.0,8.7,40159,10291,118078
200910,Academic year,National,E92000001,England,POLAR,Q4,41.5,12.2,48520,14308,116979
200910,Academic year,National,E92000001,England,POLAR,Q5 - Most Advantaged,51.3,20.4,56408,22460,110014
200910,Academic year,National,E92000001,England,POLAR,Unknown,25.6,6.4,861,216,3360
200910,Academic year,National,E92000001,England,Looked After Status,Looked after continuously for 12 months or more,9.0,1.0,300,50,3500
200910,Academic year,National,E92000001,England,Looked After Status,All Other Pupils,34.0,10.0,201390,58400,592260
200910,Academic year,National,E92000001,England,SEN Status,Any special educational need,9.9,1.5,10853,1615,109307
200910,Academic year,National,E92000001,England,SEN Status,No Identified special educational need,39.2,11.7,190839,56829,486450
200910,Academic year,National,E92000001,England,Ethnicity Major,White,31.6,9.4,157916,46970,500220
200910,Academic year,National,E92000001,England,Ethnicity Major,Mixed / Multiple ethnic groups,37.2,11.0,5008,1486,13454
200910,Academic year,National,E92000001,England,Ethnicity Major,Asian / Asian British,55.7,16.1,22205,6424,39899
200910,Academic year,National,E92000001,England,Ethnicity Major,Black / African / Caribbean / Black British,44.1,6.8,9680,1496,21952
200910,Academic year,National,E92000001,England,Ethnicity Major,Other Ethnic Group,46.2,13.6,2338,686,5060
200910,Academic year,National,E92000001,England,Ethnicity Major,Unknown,30.0,9.1,4545,1382,15172
200910,Academic year,National,E92000001,England,Care Leaver,Care Leaver,9.0,1.0,330,50,3620
200910,Academic year,National,E92000001,England,Care Leaver,All Other Pupils,34.0,10.0,201360,58400,592140
201011,Academic year,National,E92000001,England,FSM Status,Free School Meals,19.8,2.9,15309,2243,77477
201011,Academic year,National,E92000001,England,FSM Status,All Other Pupils,37.4,10.8,196494,56563,525143
201011,Academic year,National,E92000001,England,SEN Provision,SEN support / SEN without an EHC plan,12.5,1.8,11662,1697,93550
201011,Academic year,National,E92000001,England,SEN Provision,"Education, health and care plan",6.1,0.9,1464,215,24147
201011,Academic year,National,E92000001,England,SEN Provision,No SEN provision,41.0,11.7,198677,56894,484923
201011,Academic year,National,E92000001,England,First Language,English,33.5,9.5,182270,51662,544253
201011,Academic year,National,E92000001,England,First Language,Other than English,50.9,12.2,28524,6865,56092
201011,Academic year,National,E92000001,England,First Language,Unclassified,44.4,12.3,1009,279,2275
201011,Academic year,National,E92000001,England,Sex,Female,39.0,10.6,115674,31461,296336
201011,Academic year,National,E92000001,England,Sex,Male,31.4,8.9,96129,27345,306284
201011,Academic year,National,E92000001,England,Ethnicity Minor,English / Welsh / Scottish / Northern Irish / British,32.6,9.2,160332,45445,491409
201011,Academic year,National,E92000001,England,Ethnicity Minor,Irish,41.3,15.7,924,352,2237
201011,Academic year,National,E92000001,England,Ethnicity Minor,Traveller of Irish Heritage,3.1,0.6,5,1,162
201011,Academic year,National,E92000001,England,Ethnicity Minor,Gypsy / Roma,3.8,1.1,14,4,372
201011,Academic year,National,E92000001,England,Ethnicity Minor,Any Other White Background,41.3,13.5,5443,1778,13166
201011,Academic year,National,E92000001,England,Ethnicity Minor,White and Black Caribbean,27.8,5.3,1573,300,5652
201011,Academic year,National,E92000001,England,Ethnicity Minor,White and Black African,41.4,10.3,565,140,1365
201011,Academic year,National,E92000001,England,Ethnicity Minor,White and Asian,50.7,17.8,1440,507,2842
201011,Academic year,National,E92000001,England,Ethnicity Minor,Any other Mixed / Multiple ethnic background,42.4,13.4,2158,681,5087
201011,Academic year,National,E92000001,England,Ethnicity Minor,Indian,67.7,21.7,9037,2893,13354
201011,Academic year,National,E92000001,England,Ethnicity Minor,Pakistani,46.1,8.4,6704,1218,14558
201011,Academic year,National,E92000001,England,Ethnicity Minor,Bangladeshi,48.8,8.5,2795,489,5730
201011,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Asian Background,55.1,17.6,2737,874,4969
201011,Academic year,National,E92000001,England,Ethnicity Minor,Caribbean,37.3,4.4,3121,372,8376
201011,Academic year,National,E92000001,England,Ethnicity Minor,African,54.4,9.3,6235,1065,11454
201011,Academic year,National,E92000001,England,Ethnicity Minor,Any other Black / African / Caribbean background,38.1,5.7,1021,153,2677
201011,Academic year,National,E92000001,England,Ethnicity Minor,Chinese,73.3,35.2,1581,759,2157
201011,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Ethnic Group,46.2,13.0,2490,698,5388
201011,Academic year,National,E92000001,England,Ethnicity Minor,Unknown,31.1,9.2,3628,1077,11665
201011,Academic year,National,E92000001,England,POLAR,Q1 - Most Disadvantaged,19.0,3.0,24287,3891,127816
201011,Academic year,National,E92000001,England,POLAR,Q2,28.5,5.9,35251,7335,123501
201011,Academic year,National,E92000001,England,POLAR,Q3,35.5,8.7,42305,10309,119110
201011,Academic year,National,E92000001,England,POLAR,Q4,43.0,12.4,50874,14631,118276
201011,Academic year,National,E92000001,England,POLAR,Q5 - Most Advantaged,52.6,20.3,58228,22449,110679
201011,Academic year,National,E92000001,England,POLAR,Unknown,26.5,5.9,858,191,3238
201011,Academic year,National,E92000001,England,Looked After Status,Looked after continuously for 12 months or more,10.0,1.0,350,50,3490
201011,Academic year,National,E92000001,England,Looked After Status,All Other Pupils,35.0,10.0,211460,58760,599140
201011,Academic year,National,E92000001,England,SEN Status,Any special educational need,11.2,1.6,13126,1912,117697
201011,Academic year,National,E92000001,England,SEN Status,No Identified special educational need,41.0,11.7,198677,56894,484923
201011,Academic year,National,E92000001,England,Ethnicity Major,White,32.9,9.4,166718,47580,507346
201011,Academic year,National,E92000001,England,Ethnicity Major,Mixed / Multiple ethnic groups,38.4,10.9,5736,1628,14946
201011,Academic year,National,E92000001,England,Ethnicity Major,Asian / Asian British,56.1,15.3,22854,6233,40768
201011,Academic year,National,E92000001,England,Ethnicity Major,Black / African / Caribbean / Black British,46.1,7.1,10377,1590,22507
201011,Academic year,National,E92000001,England,Ethnicity Major,Other Ethnic Group,46.2,13.0,2490,698,5388
201011,Academic year,National,E92000001,England,Ethnicity Major,Unknown,31.1,9.2,3628,1077,11665
201011,Academic year,National,E92000001,England,Care Leaver,Care Leaver,10.0,1.0,360,50,3800
201011,Academic year,National,E92000001,England,Care Leaver,All Other Pupils,35.0,10.0,211440,58750,598820
201112,Academic year,National,E92000001,England,FSM Status,Free School Meals,20.3,3.0,15262,2284,75299
201112,Academic year,National,E92000001,England,FSM Status,All Other Pupils,38.3,11.4,200879,59757,524696
201112,Academic year,National,E92000001,England,SEN Provision,SEN support / SEN without an EHC plan,14.0,2.2,14892,2375,106368
201112,Academic year,National,E92000001,England,SEN Provision,"Education, health and care plan",6.2,1.0,1472,230,23652
201112,Academic year,National,E92000001,England,SEN Provision,No SEN provision,42.5,12.6,199777,59436,469975
201112,Academic year,National,E92000001,England,First Language,English,34.4,10.1,185463,54438,539593
201112,Academic year,National,E92000001,England,First Language,Other than English,51.0,12.6,29946,7390,58695
201112,Academic year,National,E92000001,England,First Language,Unclassified,42.9,12.5,732,213,1707
201112,Academic year,National,E92000001,England,Sex,Female,39.9,11.3,117219,33080,294043
201112,Academic year,National,E92000001,England,Sex,Male,32.3,9.5,98922,28961,305952
201112,Academic year,National,E92000001,England,Ethnicity Minor,English / Welsh / Scottish / Northern Irish / British,33.3,9.8,161720,47541,485452
201112,Academic year,National,E92000001,England,Ethnicity Minor,Irish,44.2,16.7,940,356,2129
201112,Academic year,National,E92000001,England,Ethnicity Minor,Traveller of Irish Heritage,5.2,0.0,6,0,115
201112,Academic year,National,E92000001,England,Ethnicity Minor,Gypsy / Roma,6.0,0.9,27,4,449
201112,Academic year,National,E92000001,England,Ethnicity Minor,Any Other White Background,41.0,13.0,6349,2008,15468
201112,Academic year,National,E92000001,England,Ethnicity Minor,White and Black Caribbean,28.7,5.5,1742,331,6067
201112,Academic year,National,E92000001,England,Ethnicity Minor,White and Black African,41.9,12.3,669,197,1596
201112,Academic year,National,E92000001,England,Ethnicity Minor,White and Asian,50.7,18.3,1576,569,3109
201112,Academic year,National,E92000001,England,Ethnicity Minor,Any other Mixed / Multiple ethnic background,42.8,13.5,2366,743,5524
201112,Academic year,National,E92000001,England,Ethnicity Minor,Indian,68.6,22.4,9276,3029,13527
201112,Academic year,National,E92000001,England,Ethnicity Minor,Pakistani,46.4,9.1,7106,1401,15330
201112,Academic year,National,E92000001,England,Ethnicity Minor,Bangladeshi,49.1,9.1,2883,536,5869
201112,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Asian Background,55.6,17.0,3190,974,5742
201112,Academic year,National,E92000001,England,Ethnicity Minor,Caribbean,37.1,4.6,2962,364,7976
201112,Academic year,National,E92000001,England,Ethnicity Minor,African,56.9,10.9,6891,1316,12112
201112,Academic year,National,E92000001,England,Ethnicity Minor,Any other Black / African / Caribbean background,42.3,6.4,1143,172,2705
201112,Academic year,National,E92000001,England,Ethnicity Minor,Chinese,74.2,34.7,1680,786,2263
201112,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Ethnic Group,46.5,13.1,2679,756,5759
201112,Academic year,National,E92000001,England,Ethnicity Minor,Unknown,33.4,10.9,2936,958,8803
201112,Academic year,National,E92000001,England,POLAR,Q1 - Most Disadvantaged,19.6,3.3,24901,4232,127030
201112,Academic year,National,E92000001,England,POLAR,Q2,29.2,6.3,35647,7651,122191
201112,Academic year,National,E92000001,England,POLAR,Q3,36.7,9.4,43457,11191,118532
201112,Academic year,National,E92000001,England,POLAR,Q4,43.8,13.0,51762,15329,118293
201112,Academic year,National,E92000001,England,POLAR,Q5 - Most Advantaged,53.7,21.1,59639,23461,111144
201112,Academic year,National,E92000001,England,POLAR,Unknown,26.2,6.3,735,177,2805
201112,Academic year,National,E92000001,England,Looked After Status,Looked after continuously for 12 months or more,10.0,1.0,360,50,3680
201112,Academic year,National,E92000001,England,Looked After Status,All Other Pupils,36.0,10.0,215780,61990,596320
201112,Academic year,National,E92000001,England,SEN Status,Any special educational need,12.6,2.0,16364,2605,130020
201112,Academic year,National,E92000001,England,SEN Status,No Identified special educational need,42.5,12.6,199777,59436,469975
201112,Academic year,National,E92000001,England,Ethnicity Major,White,33.6,9.9,169042,49909,503613
201112,Academic year,National,E92000001,England,Ethnicity Major,Mixed / Multiple ethnic groups,39.0,11.3,6353,1840,16296
201112,Academic year,National,E92000001,England,Ethnicity Major,Asian / Asian British,56.5,15.7,24135,6726,42731
201112,Academic year,National,E92000001,England,Ethnicity Major,Black / African / Caribbean / Black British,48.2,8.1,10996,1852,22793
201112,Academic year,National,E92000001,England,Ethnicity Major,Other Ethnic Group,46.5,13.1,2679,756,5759
201112,Academic year,National,E92000001,England,Ethnicity Major,Unknown,33.4,10.9,2936,958,8803
201112,Academic year,National,E92000001,England,Care Leaver,Care Leaver,9.0,1.0,390,60,4120
201112,Academic year,National,E92000001,England,Care Leaver,All Other Pupils,36.0,10.0,215750,61980,595870
201213,Academic year,National,E92000001,England,FSM Status,Free School Meals,21.3,2.8,15927,2084,74636
201213,Academic year,National,E92000001,England,FSM Status,All Other Pupils,38.8,10.2,196114,51357,505257
201213,Academic year,National,E92000001,England,SEN Provision,SEN support / SEN without an EHC plan,15.6,2.2,17925,2480,115048
201213,Academic year,National,E92000001,England,SEN Provision,"Education, health and care plan",6.6,0.9,1524,215,22936
201213,Academic year,National,E92000001,England,SEN Provision,No SEN provision,43.6,11.5,192592,50746,441909
201213,Academic year,National,E92000001,England,First Language,English,34.8,9.0,180391,46581,518019
201213,Academic year,National,E92000001,England,First Language,Other than English,51.3,11.1,30901,6671,60260
201213,Academic year,National,E92000001,England,First Language,Unclassified,46.4,11.7,749,189,1614
201213,Academic year,National,E92000001,England,Sex,Female,40.5,10.0,115330,28343,284551
201213,Academic year,National,E92000001,England,Sex,Male,32.7,8.5,96711,25098,295342
201213,Academic year,National,E92000001,England,Ethnicity Minor,English / Welsh / Scottish / Northern Irish / British,33.6,8.7,155098,40082,462165
201213,Academic year,National,E92000001,England,Ethnicity Minor,Irish,44.6,16.0,870,312,1951
201213,Academic year,National,E92000001,England,Ethnicity Minor,Traveller of Irish Heritage,8.1,1.6,10,2,124
201213,Academic year,National,E92000001,England,Ethnicity Minor,Gypsy / Roma,3.6,0.4,18,2,497
201213,Academic year,National,E92000001,England,Ethnicity Minor,Any Other White Background,40.4,11.1,6855,1890,16968
201213,Academic year,National,E92000001,England,Ethnicity Minor,White and Black Caribbean,30.1,5.5,1884,344,6250
201213,Academic year,National,E92000001,England,Ethnicity Minor,White and Black African,44.4,10.1,705,161,1588
201213,Academic year,National,E92000001,England,Ethnicity Minor,White and Asian,51.0,17.7,1664,578,3264
201213,Academic year,National,E92000001,England,Ethnicity Minor,Any other Mixed / Multiple ethnic background,44.7,12.7,2609,744,5838
201213,Academic year,National,E92000001,England,Ethnicity Minor,Indian,68.2,20.1,9108,2682,13361
201213,Academic year,National,E92000001,England,Ethnicity Minor,Pakistani,46.9,8.0,7534,1282,16067
201213,Academic year,National,E92000001,England,Ethnicity Minor,Bangladeshi,50.0,8.7,3004,523,6004
201213,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Asian Background,56.4,14.9,3438,907,6101
201213,Academic year,National,E92000001,England,Ethnicity Minor,Caribbean,37.9,4.1,3043,325,8021
201213,Academic year,National,E92000001,England,Ethnicity Minor,African,59.0,8.8,7649,1147,12965
201213,Academic year,National,E92000001,England,Ethnicity Minor,Any other Black / African / Caribbean background,43.0,5.5,1154,147,2682
201213,Academic year,National,E92000001,England,Ethnicity Minor,Chinese,76.1,33.7,1739,770,2285
201213,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Ethnic Group,47.8,11.0,2955,679,6184
201213,Academic year,National,E92000001,England,Ethnicity Minor,Unknown,35.7,11.4,2704,864,7578
201213,Academic year,National,E92000001,England,POLAR,Q1 - Most Disadvantaged,20.3,2.9,24811,3575,121995
201213,Academic year,National,E92000001,England,POLAR,Q2,29.5,5.4,34955,6361,118510
201213,Academic year,National,E92000001,England,POLAR,Q3,36.9,8.2,42325,9406,114722
201213,Academic year,National,E92000001,England,POLAR,Q4,44.6,11.6,51030,13263,114429
201213,Academic year,National,E92000001,England,POLAR,Q5 - Most Advantaged,54.1,19.2,58252,20694,107764
201213,Academic year,National,E92000001,England,POLAR,Unknown,27.0,5.7,668,142,2473
201213,Academic year,National,E92000001,England,Looked After Status,Looked after continuously for 12 months or more,9.0,1.0,350,30,3730
201213,Academic year,National,E92000001,England,Looked After Status,All Other Pupils,37.0,9.0,211690,53410,576170
201213,Academic year,National,E92000001,England,SEN Status,Any special educational need,14.1,2.0,19449,2695,137984
201213,Academic year,National,E92000001,England,SEN Status,No Identified special educational need,43.6,11.5,192592,50746,441909
201213,Academic year,National,E92000001,England,Ethnicity Major,White,33.8,8.8,162851,42288,481705
201213,Academic year,National,E92000001,England,Ethnicity Major,Mixed / Multiple ethnic groups,40.5,10.8,6862,1827,16940
201213,Academic year,National,E92000001,England,Ethnicity Major,Asian / Asian British,56.7,14.1,24823,6164,43818
201213,Academic year,National,E92000001,England,Ethnicity Major,Black / African / Caribbean / Black British,50.1,6.8,11846,1619,23668
201213,Academic year,National,E92000001,England,Ethnicity Major,Other Ethnic Group,47.8,11.0,2955,679,6184
201213,Academic year,National,E92000001,England,Ethnicity Major,Unknown,35.7,11.4,2704,864,7578
201213,Academic year,National,E92000001,England,Care Leaver,Care Leaver,9.0,1.0,390,30,4470
201213,Academic year,National,E92000001,England,Care Leaver,All Other Pupils,37.0,9.0,211650,53410,575420
201314,Academic year,National,E92000001,England,FSM Status,Free School Meals,22.3,3.1,17333,2415,77706
201314,Academic year,National,E92000001,England,FSM Status,All Other Pupils,39.1,11.1,196091,55831,501925
201314,Academic year,National,E92000001,England,Disadvantage,Disadvantaged,22.2,3.3,30509,4472,137161
201314,Academic year,National,E92000001,England,Disadvantage,All Other Pupils,41.3,12.2,182915,53774,442470
201314,Academic year,National,E92000001,England,SEN Provision,SEN support / SEN without an EHC plan,16.5,2.4,20114,2890,121560
201314,Academic year,National,E92000001,England,SEN Provision,"Education, health and care plan",7.2,1.1,1611,249,22328
201314,Academic year,National,E92000001,England,SEN Provision,No SEN provision,44.0,12.6,191699,55107,435743
201314,Academic year,National,E92000001,England,First Language,English,34.9,9.8,179404,50548,514123
201314,Academic year,National,E92000001,England,First Language,Other than English,52.2,11.7,33023,7426,63204
201314,Academic year,National,E92000001,England,First Language,Unclassified,43.3,11.8,997,272,2304
201314,Academic year,National,E92000001,England,Sex,Female,40.9,10.9,116174,30953,284086
201314,Academic year,National,E92000001,England,Sex,Male,32.9,9.2,97250,27293,295545
201314,Academic year,National,E92000001,England,Ethnicity Minor,English / Welsh / Scottish / Northern Irish / British,33.6,9.5,153649,43544,457453
201314,Academic year,National,E92000001,England,Ethnicity Minor,Irish,47.7,17.9,964,361,2022
201314,Academic year,National,E92000001,England,Ethnicity Minor,Traveller of Irish Heritage,7.9,1.6,10,2,126
201314,Academic year,National,E92000001,England,Ethnicity Minor,Gypsy / Roma,2.3,0.0,13,0,554
201314,Academic year,National,E92000001,England,Ethnicity Minor,Any Other White Background,40.8,12.0,7469,2199,18293
201314,Academic year,National,E92000001,England,Ethnicity Minor,White and Black Caribbean,29.8,5.7,1920,366,6444
201314,Academic year,National,E92000001,England,Ethnicity Minor,White and Black African,45.8,12.9,777,219,1697
201314,Academic year,National,E92000001,England,Ethnicity Minor,White and Asian,51.3,19.7,1807,695,3523
201314,Academic year,National,E92000001,England,Ethnicity Minor,Any other Mixed / Multiple ethnic background,45.7,14.7,2959,952,6476
201314,Academic year,National,E92000001,England,Ethnicity Minor,Indian,68.6,20.6,8999,2698,13116
201314,Academic year,National,E92000001,England,Ethnicity Minor,Pakistani,48.5,8.0,7912,1310,16318
201314,Academic year,National,E92000001,England,Ethnicity Minor,Bangladeshi,51.2,9.4,3334,613,6512
201314,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Asian Background,56.0,15.6,3718,1038,6641
201314,Academic year,National,E92000001,England,Ethnicity Minor,Caribbean,37.1,4.0,2995,323,8063
201314,Academic year,National,E92000001,England,Ethnicity Minor,African,60.1,10.1,8076,1358,13445
201314,Academic year,National,E92000001,England,Ethnicity Minor,Any other Black / African / Caribbean background,46.4,6.1,1295,169,2790
201314,Academic year,National,E92000001,England,Ethnicity Minor,Chinese,74.9,35.2,1670,785,2230
201314,Academic year,National,E92000001,England,Ethnicity Minor,Any Other Ethnic Group,49.0,12.3,3294,828,6727
201314,Academic year,National,E92000001,England,Ethnicity Minor,Unknown,35.6,10.9,2563,786,7201
201314,Academic year,National,E92000001,England,POLAR,Q1 - Most Disadvantaged,21.3,3.3,25466,3984,119660
201314,Academic year,National,E92000001,England,POLAR,Q2,30.2,6.1,35273,7172,116806
201314,Academic year,National,E92000001,England,POLAR,Q3,37.1,8.8,42983,10175,115793
201314,Academic year,National,E92000001,England,POLAR,Q4,44.1,12.3,50941,14150,115502
201314,Academic year,National,E92000001,England,POLAR,Q5 - Most Advantaged,53.0,20.6,58081,22617,109584
201314,Academic year,National,E92000001,England,POLAR,Unknown,29.7,6.5,680,148,2286
201314,Academic year,National,E92000001,England,Looked After Status,Looked after continuously for 12 months or more,10.0,1.0,380,40,3700
201314,Academic year,National,E92000001,England,Looked After Status,All Other Pupils,37.0,10.0,213050,58210,575930
201314,Academic year,National,E92000001,England,SEN Status,Any special educational need,15.1,2.2,21725,3139,143888
201314,Academic year,National,E92000001,England,SEN Status,No Identified special educational need,44.0,12.6,191699,55107,435743
201314,Academic year,National,E92000001,England,Ethnicity Major,White,33.9,9.6,162105,46106,478448
201314,Academic year,National,E92000001,England,Ethnicity Major,Mixed / Multiple ethnic groups,41.1,12.3,7463,2232,18140
201314,Academic year,National,E92000001,England,Ethnicity Major,Asian / Asian British,57.2,14.4,25633,6444,44817
201314,Academic year,National,E92000001,England,Ethnicity Major,Black / African / Caribbean / Black British,50.9,7.6,12366,1850,24298
201314,Academic year,National,E92000001,England,Ethnicity Major,Other Ethnic Group,49.0,12.3,3294,828,6727
201314,Academic year,National,E92000001,England,Ethnicity Major,Unknown,35.6,10.9,2563,786,7201
